surah_number,ayah_number,ayah_content,latin_inalco,Tifinagh
37,105,"Tumnev s targit. Akka, ih, ay Nepkafi lâuûam.","Tumneḍ s targit. Akka, ih, ay Netkafi lɛuṣam.","ⵜⵓⵎⵏⴹ ⵙ ⵜⴰⵔⴳⵉⵜ. ⴰⴽⴽⴰ, ⵉⵀ, ⴰⵢ ⵏⵜⴽⴰⴼⵉ ⵍⵄⵓⵚⴰⵎ."
37,106,"Wagi, s tidep, d ajeôôeb n ûûeê"".","Wagi, s tidet, d ajeṛṛeb n ṣṣeḥ"".","ⵡⴰⴳⵉ, ⵙ ⵜⵉⴷⵜ, ⴷ ⴰⵊⵕⵕⴱ ⵏ ⵚⵚⵃ""."
37,107,"Nefda t id, s tmezliwt tabarart.","Nefda t id, s tmezliwt tabarart.","ⵏⴼⴷⴰ ⵜ ⵉⴷ, ⵙ ⵜⵎⵣⵍⵉⵡⵜ ⵜⴰⴱⴰⵔⴰⵔⵜ."
37,108,Neooa d fellas i ineggura:,Neǧǧa d fellas i ineggura:,ⵏⴷⴷⵊⴰ ⴷ ⴼⵍⵍⴰⵙ ⵉ ⵉⵏⴳⴳⵓⵔⴰ:
37,109,"""tifrat i Ibôahim""!","""tifrat i Ibṛahim""!","""ⵜⵉⴼⵔⴰⵜ ⵉ ⵉⴱⵕⴰⵀⵉⵎ""!"
37,110,Akka ay Nepkafi iâaôviyen.,Akka ay Netkafi iɛaṛḍiyen.,ⴰⴽⴽⴰ ⴰⵢ ⵏⵜⴽⴰⴼⵉ ⵉⵄⴰⵕⴹⵉⵢⵏ.
37,111,"Neppa, s tidep, seg imdanen nne£ iumnen.","Netta, s tidet, seg imdanen nneɣ iumnen.","ⵏⵜⵜⴰ, ⵙ ⵜⵉⴷⵜ, ⵙⴳ ⵉⵎⴷⴰⵏⵏ ⵏⵏⵖ ⵉⵓⵎⵏⵏ."
37,112,"Nbecceô it s Isêaq, d nnbi, seg iâaôviyen.","Nbecceṛ it s Isḥaq, d nnbi, seg iɛaṛḍiyen.","ⵏⴱⵛⵛⵕ ⵉⵜ ⵙ ⵉⵙⵃⴰⵇ, ⴷ ⵏⵏⴱⵉ, ⵙⴳ ⵉⵄⴰⵕⴹⵉⵢⵏ."
37,113,"Nburek iten, neppa d Isêaq. Si tarwa nnsen, iban win iddan d ubrid, iban win idensen iman is.","Nburek iten, netta d Isḥaq. Si tarwa nnsen, iban win iddan d ubrid, iban win idensen iman is.","ⵏⴱⵓⵔⴽ ⵉⵜⵏ, ⵏⵜⵜⴰ ⴷ ⵉⵙⵃⴰⵇ. ⵙⵉ ⵜⴰⵔⵡⴰ ⵏⵏⵙⵏ, ⵉⴱⴰⵏ ⵡⵉⵏ ⵉⴷⴷⴰⵏ ⴷ ⵓⴱⵔⵉⴷ, ⵉⴱⴰⵏ ⵡⵉⵏ ⵉⴷⵏⵙⵏ ⵉⵎⴰⵏ ⵉⵙ."
37,114,Ni$ N$at Musa akked Haôun.,Niɣ Nɣat Musa akked Haṛun.,ⵏⵉⵖ ⵏⵖⴰⵜ ⵎⵓⵙⴰ ⴰⴽⴽⴷ ⵀⴰⵕⵓⵏ.
37,115,"Nsellek iten, nitni akked ugdud nnsen, si lefqaâ tabarart.","Nsellek iten, nitni akked ugdud nnsen, si lefqaɛ tabarart.","ⵏⵙⵍⵍⴽ ⵉⵜⵏ, ⵏⵉⵜⵏⵉ ⴰⴽⴽⴷ ⵓⴳⴷⵓⴷ ⵏⵏⵙⵏ, ⵙⵉ ⵍⴼⵇⴰⵄ ⵜⴰⴱⴰⵔⴰⵔⵜ."
37,116,"Nefka yasen afus, d$a d nitni ay d imerbaê.","Nefka yasen afus, dɣa d nitni ay d imerbaḥ.","ⵏⴼⴽⴰ ⵢⴰⵙⵏ ⴰⴼⵓⵙ, ⴷⵖⴰ ⴷ ⵏⵉⵜⵏⵉ ⴰⵢ ⴷ ⵉⵎⵔⴱⴰⵃ."
37,117,Nefka yasen Tazmamt ipbegginen.,Nefka yasen Tazmamt itbegginen.,ⵏⴼⴽⴰ ⵢⴰⵙⵏ ⵜⴰⵣⵎⴰⵎⵜ ⵉⵜⴱⴳⴳⵉⵏⵏ.
37,118,Nebbwi ten d ubrid uwqim.,Nebbwi ten d ubrid uwqim.,ⵏⴱⴱⵡⵉ ⵜⵏ ⴷ ⵓⴱⵔⵉⴷ ⵓⵡⵇⵉⵎ.
37,119,"Neooa d fellasen, i ineggura:","Neǧǧa d fellasen, i ineggura:","ⵏⴷⴷⵊⴰ ⴷ ⴼⵍⵍⴰⵙⵏ, ⵉ ⵉⵏⴳⴳⵓⵔⴰ:"
37,120,"""talwit i Musa, akked Haôun""!","""talwit i Musa, akked Haṛun""!","""ⵜⴰⵍⵡⵉⵜ ⵉ ⵎⵓⵙⴰ, ⴰⴽⴽⴷ ⵀⴰⵕⵓⵏ""!"
37,121,"Akka, ih, ay Nepkafi iâaôviyen.","Akka, ih, ay Netkafi iɛaṛḍiyen.","ⴰⴽⴽⴰ, ⵉⵀ, ⴰⵢ ⵏⵜⴽⴰⴼⵉ ⵉⵄⴰⵕⴹⵉⵢⵏ."
37,122,"Nitni, s tidep, seg imdanen nne£ iumnen.","Nitni, s tidet, seg imdanen nneɣ iumnen.","ⵏⵉⵜⵏⵉ, ⵙ ⵜⵉⴷⵜ, ⵙⴳ ⵉⵎⴷⴰⵏⵏ ⵏⵏⵖ ⵉⵓⵎⵏⵏ."
37,123,"Ih, Ilyas ar seg imazanen.","Ih, Ilyas ar seg imazanen.","ⵉⵀ, ⵉⵍⵢⴰⵙ ⴰⵔ ⵙⴳ ⵉⵎⴰⵣⴰⵏⵏ."
37,124,"Mi inna i ugdud is: ""day ur tepêezziben ara?","Mi inna i ugdud is: ""day ur tetḥezziben ara?","ⵎⵉ ⵉⵏⵏⴰ ⵉ ⵓⴳⴷⵓⴷ ⵉⵙ: ""ⴷⴰⵢ ⵓⵔ ⵜⵜⵃⵣⵣⵉⴱⵏ ⴰⵔⴰ?"
37,125,"Day la tepnujum $eô Baâla, a ppeooem Üûam ixellaqen,","Day la tetnujum ɣeṛ Baɛla, a tteǧǧem Üṣam ixellaqen,","ⴷⴰⵢ ⵍⴰ ⵜⵜⵏⵓⵊⵓⵎ ⵖⵕ ⴱⴰⵄⵍⴰ, ⴰ ⵜⵜⴷⴷⵊⵎ Üⵚⴰⵎ ⵉⵅⵍⵍⴰⵇⵏ,"
37,126,"Öebbi, Mass nnwen, Mass n lejdud nnwen imezwura""?","Ṛebbi, Mass nnwen, Mass n lejdud nnwen imezwura""?","ⵕⴱⴱⵉ, ⵎⴰⵙⵙ ⵏⵏⵡⵏ, ⵎⴰⵙⵙ ⵏ ⵍⵊⴷⵓⴷ ⵏⵏⵡⵏ ⵉⵎⵣⵡⵓⵔⴰ""?"
37,127,"Skaddben t. S tidep, nitni a d rsen,","Skaddben t. S tidet, nitni a d rsen,","ⵙⴽⴰⴷⴷⴱⵏ ⵜ. ⵙ ⵜⵉⴷⵜ, ⵏⵉⵜⵏⵉ ⴰ ⴷ ⵔⵙⵏ,"
37,128,"kkes ed imdanen n Öebbi, izedganen.","kkes ed imdanen n Ṛebbi, izedganen.","ⴽⴽⵙ ⴷ ⵉⵎⴷⴰⵏⵏ ⵏ ⵕⴱⴱⵉ, ⵉⵣⴷⴳⴰⵏⵏ."
37,129,"Neooa d fellas, i ineggura:","Neǧǧa d fellas, i ineggura:","ⵏⴷⴷⵊⴰ ⴷ ⴼⵍⵍⴰⵙ, ⵉ ⵉⵏⴳⴳⵓⵔⴰ:"
37,130,"""talwit i Ilyas""!","""talwit i Ilyas""!","""ⵜⴰⵍⵡⵉⵜ ⵉ ⵉⵍⵢⴰⵙ""!"
37,131,"Akka, ih, ay Nepkafi iâaôviyen.","Akka, ih, ay Netkafi iɛaṛḍiyen.","ⴰⴽⴽⴰ, ⵉⵀ, ⴰⵢ ⵏⵜⴽⴰⴼⵉ ⵉⵄⴰⵕⴹⵉⵢⵏ."
37,132,"Neppa, s tidep, seg imdanen nne£ iumnen.","Netta, s tidet, seg imdanen nneɣ iumnen.","ⵏⵜⵜⴰ, ⵙ ⵜⵉⴷⵜ, ⵙⴳ ⵉⵎⴷⴰⵏⵏ ⵏⵏⵖ ⵉⵓⵎⵏⵏ."
37,133,"Ih, Luî seg imazanen.","Ih, Luṭ seg imazanen.","ⵉⵀ, ⵍⵓⵟ ⵙⴳ ⵉⵎⴰⵣⴰⵏⵏ."
37,134,"Mi t Nsellek, akked twacult is, s lekmal is,","Mi t Nsellek, akked twacult is, s lekmal is,","ⵎⵉ ⵜ ⵏⵙⵍⵍⴽ, ⴰⴽⴽⴷ ⵜⵡⴰⵛⵓⵍⵜ ⵉⵙ, ⵙ ⵍⴽⵎⴰⵍ ⵉⵙ,"
37,135,"siwa tam$aôt, seg wid igwran.","siwa tamɣaṛt, seg wid igwran.","ⵙⵉⵡⴰ ⵜⴰⵎⵖⴰⵕⵜ, ⵙⴳ ⵡⵉⴷ ⵉⴳⵡⵔⴰⵏ."
37,136,"Sinna, Nemêa wiyav.","Sinna, Nemḥa wiyaḍ.","ⵙⵉⵏⵏⴰ, ⵏⵎⵃⴰ ⵡⵉⵢⴰⴹ."
37,137,"Aql akwen la tleêêum fellasen, deg uzal,","Aql akwen la tleḥḥum fellasen, deg uzal,","ⴰⵇⵍ ⴰⴽⵡⵏ ⵍⴰ ⵜⵍⵃⵃⵓⵎ ⴼⵍⵍⴰⵙⵏ, ⴷⴳ ⵓⵣⴰⵍ,"
37,138,deg yiv. Day ur tepmeyyizem ara?,deg yiḍ. Day ur tetmeyyizem ara?,ⴷⴳ ⵢⵉⴹ. ⴷⴰⵢ ⵓⵔ ⵜⵜⵎⵢⵢⵉⵣⵎ ⴰⵔⴰ?
37,139,"Ih, Yunes ar seg imazanen.","Ih, Yunes ar seg imazanen.","ⵉⵀ, ⵢⵓⵏⵙ ⴰⵔ ⵙⴳ ⵉⵎⴰⵣⴰⵏⵏ."
37,140,Mi irwel ar sfina iççuôen.,Mi irwel ar sfina iččuṛen.,ⵎⵉ ⵉⵔⵡⵍ ⴰⵔ ⵙⴼⵉⵏⴰ ⵉⵜⵜⵛⵓⵕⵏ.
37,141,"Ijbed taseqqaôt, iûbeê ed seg wid ipwaveggôen.","Ijbed taseqqaṛt, iṣbeḥ ed seg wid itwaḍeggṛen.","ⵉⵊⴱⴷ ⵜⴰⵙⵇⵇⴰⵕⵜ, ⵉⵚⴱⵃ ⴷ ⵙⴳ ⵡⵉⴷ ⵉⵜⵡⴰⴹⴳⴳⵕⵏ."
37,142,"Isseblaâ it uslem, u neppa degs tiyta.","Isseblaɛ it uslem, u netta degs tiyta.","ⵉⵙⵙⴱⵍⴰⵄ ⵉⵜ ⵓⵙⵍⵎ, ⵓ ⵏⵜⵜⴰ ⴷⴳⵙ ⵜⵉⵢⵜⴰ."
37,143,"Lemmer ur illi, neppa, seg wid isbuccuâen,","Lemmer ur illi, netta, seg wid isbuccuɛen,","ⵍⵎⵎⵔ ⵓⵔ ⵉⵍⵍⵉ, ⵏⵜⵜⴰ, ⵙⴳ ⵡⵉⴷ ⵉⵙⴱⵓⵛⵛⵓⵄⵏ,"
37,144,"ad iqqim deg uâabbuv is, ar ass n tu$alin nnsen.","ad iqqim deg uɛabbuḍ is, ar ass n tuɣalin nnsen.","ⴰⴷ ⵉⵇⵇⵉⵎ ⴷⴳ ⵓⵄⴰⴱⴱⵓⴹ ⵉⵙ, ⴰⵔ ⴰⵙⵙ ⵏ ⵜⵓⵖⴰⵍⵉⵏ ⵏⵏⵙⵏ."
37,145,"Nveggeô it id, s aqeôqaô, d amuvin,","Nḍeggeṛ it id, s aqeṛqaṛ, d amuḍin,","ⵏⴹⴳⴳⵕ ⵉⵜ ⵉⴷ, ⵙ ⴰⵇⵕⵇⴰⵕ, ⴷ ⴰⵎⵓⴹⵉⵏ,"
37,146,"Nessenker ed $uôes, ttejôa n texsayt.","Nessenker ed ɣuṛes, ttejṛa n texsayt.","ⵏⵙⵙⵏⴽⵔ ⴷ ⵖⵓⵕⵙ, ⵜⵜⵊⵕⴰ ⵏ ⵜⵅⵙⴰⵢⵜ."
37,147,"Nuzen it ar twinas igima, uger.","Nuzen it ar twinas igima, uger.","ⵏⵓⵣⵏ ⵉⵜ ⴰⵔ ⵜⵡⵉⵏⴰⵙ ⵉⴳⵉⵎⴰ, ⵓⴳⵔ."
37,148,Umnen. Neooa ten zzhan kan tallit.,Umnen. Neǧǧa ten zzhan kan tallit.,ⵓⵎⵏⵏ. ⵏⴷⴷⵊⴰ ⵜⵏ ⵣⵣⵀⴰⵏ ⴽⴰⵏ ⵜⴰⵍⵍⵉⵜ.
37,149,"Steqsi ten maday, i Mass ik, tullas; i nitni, arrac?","Steqsi ten maday, i Mass ik, tullas; i nitni, arrac?","ⵙⵜⵇⵙⵉ ⵜⵏ ⵎⴰⴷⴰⵢ, ⵉ ⵎⴰⵙⵙ ⵉⴽ, ⵜⵓⵍⵍⴰⵙ; ⵉ ⵏⵉⵜⵏⵉ, ⴰⵔⵔⴰⵛ?"
37,150,"Ne$ Nexleq lmalayek d nnta, nitni d inagan.","Neɣ Nexleq lmalayek d nnta, nitni d inagan.","ⵏⵖ ⵏⵅⵍⵇ ⵍⵎⴰⵍⴰⵢⴽ ⴷ ⵏⵏⵜⴰ, ⵏⵉⵜⵏⵉ ⴷ ⵉⵏⴰⴳⴰⵏ."
37,151,"Day, s tkerkas nnsen, ihi, a d inin:","Day, s tkerkas nnsen, ihi, a d inin:","ⴷⴰⵢ, ⵙ ⵜⴽⵔⴽⴰⵙ ⵏⵏⵙⵏ, ⵉⵀⵉ, ⴰ ⴷ ⵉⵏⵉⵏ:"
37,152,"""Iurew ed Öebbi""? Nitni, s tidep, d ikeddaben.","""Iurew ed Ṛebbi""? Nitni, s tidet, d ikeddaben.","""ⵉⵓⵔⵡ ⴷ ⵕⴱⴱⵉ""? ⵏⵉⵜⵏⵉ, ⵙ ⵜⵉⴷⵜ, ⴷ ⵉⴽⴷⴷⴰⴱⵏ."
37,153,Ismenyaf tullas i warrac!,Ismenyaf tullas i warrac!,ⵉⵙⵎⵏⵢⴰⴼ ⵜⵓⵍⵍⴰⵙ ⵉ ⵡⴰⵔⵔⴰⵛ!
37,154,Acu ikwen iu$en? Amek tepêuddum?,Acu ikwen iuɣen? Amek tetḥuddum?,ⴰⵛⵓ ⵉⴽⵡⵏ ⵉⵓⵖⵏ? ⴰⵎⴽ ⵜⵜⵃⵓⴷⴷⵓⵎ?
37,155,Day ur d tesmektayem ara?,Day ur d tesmektayem ara?,ⴷⴰⵢ ⵓⵔ ⴷ ⵜⵙⵎⴽⵜⴰⵢⵎ ⴰⵔⴰ?
37,156,Ne$ tesâam adabu n ûûeê?,Neɣ tesɛam adabu n ṣṣeḥ?,ⵏⵖ ⵜⵙⵄⴰⵎ ⴰⴷⴰⴱⵓ ⵏ ⵚⵚⵃ?
37,157,"Aset ed s tezmamt nnwen, ma tessawalem tidep!","Aset ed s tezmamt nnwen, ma tessawalem tidet!","ⴰⵙⵜ ⴷ ⵙ ⵜⵣⵎⴰⵎⵜ ⵏⵏⵡⵏ, ⵎⴰ ⵜⵙⵙⴰⵡⴰⵍⵎ ⵜⵉⴷⵜ!"
37,158,Gren d nnesba garaS d leonun. Irna leonun éôan ara d rsen.,Gren d nnesba garaS d leǧnun. Irna leǧnun ẓṛan ara d rsen.,ⴳⵔⵏ ⴷ ⵏⵏⵙⴱⴰ ⴳⴰⵔⴰⵙ ⴷ ⵍⴷⵊⵏⵓⵏ. ⵉⵔⵏⴰ ⵍⴷⵊⵏⵓⵏ ⵥⵕⴰⵏ ⴰⵔⴰ ⴷ ⵔⵙⵏ.
37,159,"Gedha s Öebbi, mgal ayen qqaôen!","Gedha s Ṛebbi, mgal ayen qqaṛen!","ⴳⴷⵀⴰ ⵙ ⵕⴱⴱⵉ, ⵎⴳⴰⵍ ⴰⵢⵏ ⵇⵇⴰⵕⵏ!"
37,160,Kkes ed imdanen n Öebbi izedganen.,Kkes ed imdanen n Ṛebbi izedganen.,ⴽⴽⵙ ⴷ ⵉⵎⴷⴰⵏⵏ ⵏ ⵕⴱⴱⵉ ⵉⵣⴷⴳⴰⵏⵏ.
37,161,"Ihi, kunwi, akked wayen tâabdem,","Ihi, kunwi, akked wayen tɛabdem,","ⵉⵀⵉ, ⴽⵓⵏⵡⵉ, ⴰⴽⴽⴷ ⵡⴰⵢⵏ ⵜⵄⴰⴱⴷⵎ,"
37,162,"ur d tesskarem ahewwel, mgal iS;","ur d tesskarem ahewwel, mgal iS;","ⵓⵔ ⴷ ⵜⵙⵙⴽⴰⵔⵎ ⴰⵀⵡⵡⵍ, ⵎⴳⴰⵍ ⵉⵙ;"
37,163,siwa win ara iô$en di tmes.,siwa win ara iṛɣen di tmes.,ⵙⵉⵡⴰ ⵡⵉⵏ ⴰⵔⴰ ⵉⵕⵖⵏ ⴷⵉ ⵜⵎⵙ.
37,164,"Ur illi yiwen, degne$, ur nesâi amekkan ipwassnen.","Ur illi yiwen, degneɣ, ur nesɛi amekkan itwassnen.","ⵓⵔ ⵉⵍⵍⵉ ⵢⵉⵡⵏ, ⴷⴳⵏⵖ, ⵓⵔ ⵏⵙⵄⵉ ⴰⵎⴽⴽⴰⵏ ⵉⵜⵡⴰⵙⵙⵏⵏ."
37,165,"Ih, nekwni d leûfuf.","Ih, nekwni d leṣfuf.","ⵉⵀ, ⵏⴽⵡⵏⵉ ⴷ ⵍⵚⴼⵓⴼ."
37,166,"Ih, nekwni d wid i isbuccuâen.","Ih, nekwni d wid i isbuccuɛen.","ⵉⵀ, ⵏⴽⵡⵏⵉ ⴷ ⵡⵉⴷ ⵉ ⵉⵙⴱⵓⵛⵛⵓⵄⵏ."
37,167,Llan la qqaôen:,Llan la qqaṛen:,ⵍⵍⴰⵏ ⵍⴰ ⵇⵇⴰⵕⵏ:
37,168,"""lemmer day $uône$ asmekti seg imezwura,","""lemmer day ɣuṛneɣ asmekti seg imezwura,","""ⵍⵎⵎⵔ ⴷⴰⵢ ⵖⵓⵕⵏⵖ ⴰⵙⵎⴽⵜⵉ ⵙⴳ ⵉⵎⵣⵡⵓⵔⴰ,"
37,169,"a nili, war ccekk, d imdanen iâaôviyen n Öebbi"".","a nili, war ccekk, d imdanen iɛaṛḍiyen n Ṛebbi"".","ⴰ ⵏⵉⵍⵉ, ⵡⴰⵔ ⵛⵛⴽⴽ, ⴷ ⵉⵎⴷⴰⵏⵏ ⵉⵄⴰⵕⴹⵉⵢⵏ ⵏ ⵕⴱⴱⵉ""."
37,170,Nekôen T. Deqqal ad éôen.,Nekṛen T. Deqqal ad ẓṛen.,ⵏⴽⵕⵏ ⵜ. ⴷⵇⵇⴰⵍ ⴰⴷ ⵥⵕⵏ.
37,171,"Ih, izwar ed wawal nne£, i imdanen nne£ imazanen.","Ih, izwar ed wawal nneɣ, i imdanen nneɣ imazanen.","ⵉⵀ, ⵉⵣⵡⴰⵔ ⴷ ⵡⴰⵡⴰⵍ ⵏⵏⵖ, ⵉ ⵉⵎⴷⴰⵏⵏ ⵏⵏⵖ ⵉⵎⴰⵣⴰⵏⵏ."
37,172,"Ih, d nitni ara ipwasellken.","Ih, d nitni ara itwasellken.","ⵉⵀ, ⴷ ⵏⵉⵜⵏⵉ ⴰⵔⴰ ⵉⵜⵡⴰⵙⵍⵍⴽⵏ."
37,173,"S tidep, d iâsekôiwen nne£, ara irebêen.","S tidet, d iɛsekṛiwen nneɣ, ara irebḥen.","ⵙ ⵜⵉⴷⵜ, ⴷ ⵉⵄⵙⴽⵕⵉⵡⵏ ⵏⵏⵖ, ⴰⵔⴰ ⵉⵔⴱⵃⵏ."
37,174,"Ihi, îîixeô asen kra n tallit.","Ihi, ṭṭixeṛ asen kra n tallit.","ⵉⵀⵉ, ⵟⵟⵉⵅⵕ ⴰⵙⵏ ⴽⵔⴰ ⵏ ⵜⴰⵍⵍⵉⵜ."
37,175,"Ssiked iten, deqqal ad walin.","Ssiked iten, deqqal ad walin.","ⵙⵙⵉⴽⴷ ⵉⵜⵏ, ⴷⵇⵇⴰⵍ ⴰⴷ ⵡⴰⵍⵉⵏ."
37,176,Day êaren af uâaqeb nne£?,Day ḥaren af uɛaqeb nneɣ?,ⴷⴰⵢ ⵃⴰⵔⵏ ⴰⴼ ⵓⵄⴰⵇⴱ ⵏⵏⵖ?
37,177,"Ma irs ed ar umekkan nnsen, ay dir ip tûebêit n wid ippunedôen!","Ma irs ed ar umekkan nnsen, ay dir it tṣebḥit n wid ittunedṛen!","ⵎⴰ ⵉⵔⵙ ⴷ ⴰⵔ ⵓⵎⴽⴽⴰⵏ ⵏⵏⵙⵏ, ⴰⵢ ⴷⵉⵔ ⵉⵜ ⵜⵚⴱⵃⵉⵜ ⵏ ⵡⵉⴷ ⵉⵜⵜⵓⵏⴷⵕⵏ!"
37,178,Ïîixeô asen kra n tallit.,Ṭṭixeṛ asen kra n tallit.,ⵟⵟⵉⵅⵕ ⴰⵙⵏ ⴽⵔⴰ ⵏ ⵜⴰⵍⵍⵉⵜ.
37,179,"Ssiked, deqqal ad walin.","Ssiked, deqqal ad walin.","ⵙⵙⵉⴽⴷ, ⴷⵇⵇⴰⵍ ⴰⴷ ⵡⴰⵍⵉⵏ."
37,180,"Gedha s Mass ik, Mass n tezmert, mgal ayen qqaôen.","Gedha s Mass ik, Mass n tezmert, mgal ayen qqaṛen.","ⴳⴷⵀⴰ ⵙ ⵎⴰⵙⵙ ⵉⴽ, ⵎⴰⵙⵙ ⵏ ⵜⵣⵎⵔⵜ, ⵎⴳⴰⵍ ⴰⵢⵏ ⵇⵇⴰⵕⵏ."
37,181,Tifrat $ef imazanen!,Tifrat ɣef imazanen!,ⵜⵉⴼⵔⴰⵜ ⵖⴼ ⵉⵎⴰⵣⴰⵏⵏ!
37,182,"Ccekôan i Öebbi, Mass imavalen.","Ccekṛan i Ṛebbi, Mass imaḍalen.","ⵛⵛⴽⵕⴰⵏ ⵉ ⵕⴱⴱⵉ, ⵎⴰⵙⵙ ⵉⵎⴰⴹⴰⵍⵏ."
38,1,Ü. S Leqwôan id ismektayen!,Ü. S Leqwṛan id ismektayen!,Ü. ⵙ ⵍⵇⵡⵕⴰⵏ ⵉⴷ ⵉⵙⵎⴽⵜⴰⵢⵏ!
38,2,"Xaîi, wid ijehlen, atnan di tem$weô d ticuîna.","Xaṭi, wid ijehlen, atnan di temɣweṛ d ticuṭna.","ⵅⴰⵟⵉ, ⵡⵉⴷ ⵉⵊⵀⵍⵏ, ⴰⵜⵏⴰⵏ ⴷⵉ ⵜⵎⵖⵡⵕ ⴷ ⵜⵉⵛⵓⵟⵏⴰ."
38,3,"Acêal isuta ay Nesqucc, uqbel nnsen! Ssawlen d. Ur mazal akud i leslak.","Acḥal isuta ay Nesqucc, uqbel nnsen! Ssawlen d. Ur mazal akud i leslak.","ⴰⵛⵃⴰⵍ ⵉⵙⵓⵜⴰ ⴰⵢ ⵏⵙⵇⵓⵛⵛ, ⵓⵇⴱⵍ ⵏⵏⵙⵏ! ⵙⵙⴰⵡⵍⵏ ⴷ. ⵓⵔ ⵎⴰⵣⴰⵍ ⴰⴽⵓⴷ ⵉ ⵍⵙⵍⴰⴽ."
38,4,"Wehmen, iusa ten id uneddaô segsen. Nnan ijehliyen: ""wagi d aseêêar, d akeddab.","Wehmen, iusa ten id uneddaṛ segsen. Nnan ijehliyen: ""wagi d aseḥḥar, d akeddab.","ⵡⵀⵎⵏ, ⵉⵓⵙⴰ ⵜⵏ ⵉⴷ ⵓⵏⴷⴷⴰⵕ ⵙⴳⵙⵏ. ⵏⵏⴰⵏ ⵉⵊⵀⵍⵉⵢⵏ: ""ⵡⴰⴳⵉ ⴷ ⴰⵙⵃⵃⴰⵔ, ⴷ ⴰⴽⴷⴷⴰⴱ."
38,5,"Aâni ad irr iôebbiten, d Öebbi Yiwen? Ayagi d ayen issewhamen"".","Aɛni ad irr iṛebbiten, d Ṛebbi Yiwen? Ayagi d ayen issewhamen"".","ⴰⵄⵏⵉ ⴰⴷ ⵉⵔⵔ ⵉⵕⴱⴱⵉⵜⵏ, ⴷ ⵕⴱⴱⵉ ⵢⵉⵡⵏ? ⴰⵢⴰⴳⵉ ⴷ ⴰⵢⵏ ⵉⵙⵙⵡⵀⴰⵎⵏ""."
38,6,"Kkren imeqwôanen segsen, nnan: ""elêut, illit d imezgiyen ar iôebbiten nnwen. Ayagi, d ayen iwatan.","Kkren imeqwṛanen segsen, nnan: ""elḥut, illit d imezgiyen ar iṛebbiten nnwen. Ayagi, d ayen iwatan.","ⴽⴽⵔⵏ ⵉⵎⵇⵡⵕⴰⵏⵏ ⵙⴳⵙⵏ, ⵏⵏⴰⵏ: ""ⵍⵃⵓⵜ, ⵉⵍⵍⵉⵜ ⴷ ⵉⵎⵣⴳⵉⵢⵏ ⴰⵔ ⵉⵕⴱⴱⵉⵜⵏ ⵏⵏⵡⵏ. ⴰⵢⴰⴳⵉ, ⴷ ⴰⵢⵏ ⵉⵡⴰⵜⴰⵏ."
38,7,"Ur nesli i waya, di ddin aneggaru. Ihi, aya, siwa asnulfu.","Ur nesli i waya, di ddin aneggaru. Ihi, aya, siwa asnulfu.","ⵓⵔ ⵏⵙⵍⵉ ⵉ ⵡⴰⵢⴰ, ⴷⵉ ⴷⴷⵉⵏ ⴰⵏⴳⴳⴰⵔⵓ. ⵉⵀⵉ, ⴰⵢⴰ, ⵙⵉⵡⴰ ⴰⵙⵏⵓⵍⴼⵓ."
38,8,"Day, garane$, d neppa iwumi d irs usmekti""? Xaîi, nitni di ccekk, $ef usmekti W, mazal ur jeôôben ara aâaqeb iW.","Day, garaneɣ, d netta iwumi d irs usmekti""? Xaṭi, nitni di ccekk, ɣef usmekti W, mazal ur jeṛṛben ara aɛaqeb iW.","ⴷⴰⵢ, ⴳⴰⵔⴰⵏⵖ, ⴷ ⵏⵜⵜⴰ ⵉⵡⵓⵎⵉ ⴷ ⵉⵔⵙ ⵓⵙⵎⴽⵜⵉ""? ⵅⴰⵟⵉ, ⵏⵉⵜⵏⵉ ⴷⵉ ⵛⵛⴽⴽ, ⵖⴼ ⵓⵙⵎⴽⵜⵉ ⵡ, ⵎⴰⵣⴰⵍ ⵓⵔ ⵊⵕⵕⴱⵏ ⴰⵔⴰ ⴰⵄⴰⵇⴱ ⵉⵡ."
38,9,"Ne$ sâan lexzayen uêunu n Mass ik, Uzmir, A$eyyat?","Neɣ sɛan lexzayen uḥunu n Mass ik, Uzmir, Aɣeyyat?","ⵏⵖ ⵙⵄⴰⵏ ⵍⵅⵣⴰⵢⵏ ⵓⵃⵓⵏⵓ ⵏ ⵎⴰⵙⵙ ⵉⴽ, ⵓⵣⵎⵉⵔ, ⴰⵖⵢⵢⴰⵜ?"
38,10,"Ne$, nnsen tagelda n tmurt, igenwan, akked wayen illan garasen? Anef ad alin ihi, s imraren!","Neɣ, nnsen tagelda n tmurt, igenwan, akked wayen illan garasen? Anef ad alin ihi, s imraren!","ⵏⵖ, ⵏⵏⵙⵏ ⵜⴰⴳⵍⴷⴰ ⵏ ⵜⵎⵓⵔⵜ, ⵉⴳⵏⵡⴰⵏ, ⴰⴽⴽⴷ ⵡⴰⵢⵏ ⵉⵍⵍⴰⵏ ⴳⴰⵔⴰⵙⵏ? ⴰⵏⴼ ⴰⴷ ⴰⵍⵉⵏ ⵉⵀⵉ, ⵙ ⵉⵎⵔⴰⵔⵏ!"
